"5","Определенно первое что нужно сделать это поменять масштаб а именно увеличить его до 150% . скажу так до этого были только full hd мониторы. Разница чувствуется и чувствуется очень хорошо. В пользу 4к конечно же"
"5","Отличный монитор. Macbook нужно подключать через кабель USB-C, что идет в комплекте. Со стандартным маковским не работает"
"5","К нему можно подключить антроид пристаку? Если да то не будет проблем? Спасибо"
"5","Монітор купувався для роботи в офісі. Наявність DisplayPort одразу спокусила власників MacBook тим, що відтепер їм не треба носити зайві 300 - 500 грамів зарядки. 4К зображення відмінне, а порти USB дозволяють не обирать, чи мені клавіатуру увімкнути, чи принтер. On Screen Control дозволяє закріпити різні параметри за різними програмами (місце на моніторі, яскравість/контраст) і це дійсно зручно. Взагалі, дизайн, інтерфейс, меню - все на висоті."
"5","С точки зрения проф.пригодности для фотографов , дизайнеров , и архитекторов рекомендация будет отличнім. Для этого и есть проф.линейка"
"4","Брал вместо Apple Cinema Display 27. Искал только с USB-C с зарядкой для нового Macbook Pro 2016."
"5","Я присматриваю себе этот монитор, нравится в нем буквально все, и дизайн и характеристики особенно его разрешение. считаю что такое разрешение станет скоро стандартом. Есть один небольшой вопрос, технологию MHL поддерживает? И что мне даст Type-C как я его смогу использовать?"
"5","Первое что сделал это уменьшил яркость до 70%, рекомендую сделать это всем это самая оптимальная яркость для работы за монитором. Хорошо что у меня 1080 другой карточки могло бы и не хватить, а так проблем с производительностью я не заметил, но то что нагрузка на систему гораздо выше это факт. Фотошоп на это мониторе выглядит совсем по другому, помещается больше дополнительных элементов, работать комфортно, но и самое главное это матрица, цветопередача идеальна, мне даже не пришлось его калибровать."
"5","Что скажу, да, картинка превосходная, и не верьте тому кто скажет что нет разницы с Full HD разрешением, разница колоссальная. Но есть и свои нюансы. Скажем так если раньше в WOT у меня было 60 ФПС то сейчас оно подупало существенно. Буду покупать себе новую видюху, ну а монитор должен быть только 4К, даже в играх все по другому выглядит."
"5","Скажие а чем подключать UltraHD монитор? Процесс долгий? Настройка там?"
"5","А скільки тут гц?"
"5","Подключается Lumia 950 в режиме Continuum без докстанции :)"
