"5","А пiдскажете а HDMI провод iде в комплектi?"
"4","Начнём с того, что я брал его для PS4 из-за нехватки места на столе. Пришлось искать монитор с стереодинамиками, HDMI, и AUX. У этого монитора всё вышеперечисленное есть. К тому же всё работает на достойном уровне, в частности динамики. ЕДИНСТВЕННОЕ что разочаровало - матртца, а точнее люфты. К самой матрице вопросов нет - это добротная IPS матрица с матовым покрытием. И дело в том, что я не единственный кто жалуется на сборку, так что учтите это. В остальном всё отлично, отдельным пунктом можно упомянуть БП, т.к. он внешний. А ещё рамки немного толще чем на картинке."
"4","Нормальный монитор из бюджетного сегмента. Все необходимое есть, более чем. Покупался в офис дя работы с кодом."
"5","Хороший монитор за свои деньги. Брал на смену старому , выбирал исключительно из-за матрицы - здесь она именно то что я искал."
"4","Купил этот монитор менее чем неделю назад, в использовании со вчерашнего дня. Понравились сочные и яркие цвета, 2xHDMI, безрамочный дизайн, и встроенные динамики (мелочь, а приятно). Ближе к вечеру в темной комнате заметил засветы на черном фоне (сверху, ближе к углам ), а так же неплотное прилегание матрицы к корпусу сверху посредине (если б не вебка - не заметил бы). Есть небольшой ход внутрь. Когда нажимаешь - меняется и величина засвета. Если провести пальцем сверху с края в край между корпусом и матрицей - чувствуется небольшое выпирание матрицы посредине монитора. Боки и углы - в норме. Этот так должно быть, или гарантийный случай?"
"5","Вопрос к представителю или к знающим, контрастность верна? Действительно 80 млн?"
"5","Отличный монитор в своём ценовом сегменте"
"5","Выбирал очень долго и не ошибся. Монитор устраивает во всех отношениях - углы обзора, цветопередача, яркость (очень яркий, работаю на 45%). Звук - вполне удовлетворительный, громким его не назовешь, но ведь это и не телевизор:-) Подсветки кнопок нет, но мне она и не нужна. Один раз настроил параметры под свои требования и забыл об этих кнопках. Рекомендую."
"4","Вопросы: 1) Проблема: 75 гц дает выбрать только на PC (1280х1024, 1152х864, 1024х768 и 800х600), а на категории Ulta hd, hd, sd - ни на одной нет такой возможности! Что это - дeфект ? Если дефект - как избавится. Подключался и то VGA, и на HDMI - одинаково. 2) Где можно скачать утелиту с выбором параметров и режимов данного монитора (щадяший для глаз и т.д.)? Спасибо за ответы!"
"4","Хороший монитор среднего уровня. В темноте на ощупь невоможно нормально пользоваться кнопками. Их подсветки нет. И случайно обязательно нажимаешь что то не то. Приходиться включать свет, чтобы изменить настройки монитора, что очень не удобно. Нет возможности при подключении через HDMI выбрать источником звука 3.5мм джек, только при подключении через VGA. А хотелось бы иметь возможность управлять этим через меню монитора независимо от источника видео сигнала."
"5","Питання до виробника, чи є тут програма gameplus? якщо ні то можно її скачати?"
"5","Якій потребен тип HDMI до нього, що б працював на всі 100 відсотків"
"3","Монитор хороший, своих денег точно стоит. Как по мне чуток больше бы контрастности и яркости и был бы идеальным. Слегка не удобные сенсорные кнопки, особенно ночью. Дизайн классный, матрица нормальная вопросов нет. Можно смело брать, для дома самое оно."
"5","Монитор очень понравился, качественное изображение.Пользуюсь месяц, недостатков в работе монитора не обнаружил."
"5","После сборки нового компьютера старый TN монитор не смог подключить к новой карте rx 470, решил не заморачиватьсяв поиске вариантов -лучше новый монитор. Искал с IPS матрицей и хорошими отзывами, также интересовал дизайн - без рамки, устойчивая ножка, также понравился вынесенный блок питания ( в своём дополнительно спаял шнур для подключения к ИБП). Кнопки настроек спрятаны снизу- случайно не нажмешь, меню понятное, настройки оставил практически заводские. Цвета яркие, но глаза от долгой работы не устают, большой угол обзора(сбоку видно без искажений). Дополнительно нужен качественный HDMI кабель (поставил - то что было - зелёный монитор с розовыми полосами- думал брак монитора - купил другой кабель- жизнь наладилась). Меня всем устраивает- если хотите поменять TN на IPS - останетесь довольны."
"5","Найкраще, що є на ринку за такі гроші. Картинка супер, багато режимів, багато налаштувань і т.п. Дуже не подобаються сенсорні кнопки, які розташовані знизу, так як потрібно дуже обережно натискати, щоб не натиснути сусідні кнопки. В комплекті немає HDMI кабелю."
"5","Користуюсь від початку січня 2017 , мене все влаштовує !!!"
"5","Монитор очень понравился, изображение отличное, удобное меню, простое переключение режимов."
"5","Нету HDMI кабеля есть бесполезный VGA!"
"5","Подскажите, есть ли у этого монитора технология flicker free? Спасибо!"
"5","Очень доволен"
"5","Какой кабель идет в комплекте с данным монитором ?"
"5","Скажите а какая высота данного монитора ?"
