"5","Користувався монітором Асус майже 10 років. Брав на тест монітор дешевий Філіпс. Але вони не поріняються із зображення цього монітора. Багато настройок, дуже гарний вигляд і тоненький. Те що треба щоб розбавити все однакове. Блок живлення окремо, небуде грітися. Прекрасний вибір за ці гроші."
"5","Доставили за 4 дня Новой Поштой. Упаковка целая, повреждений никаких нет. Битых пикселей нет, засветов не увидел. Диск с ПО даже не вставлял, само всё нашло, выставило настройки, пользуюсь."
"5","Скажіть будь ласка якого року ця модель ?"
"5","Монитор прекрасный за свои деньги. Тонкие рамки не люфтят , не знаю кому они могут не нравиться , если там даже есть разница в 1-2 ММ - если не присматриваться , не будет видно. По сравниную с моим старым Самсунгом - это шик и блеск. У меня не было битых пикселей. Так же не были особо видны засветы. Блок питание не встроен в монитор. Это большой , так как не будет возникать проблем с заменой блока питания. Подставка - они прекрасна. Это выполнена не в стандартной форме она прорезиненная и монитор нельзя будет сдвинуть, мне это нравиться. Тут уже на любителя. Меня уже начало тошнить от круглых и квадратных подставок. Что можно сказать о IPS матрице , которая тут стоит. Матрица хорошая , все цвета насыщенные."
"5","Оставил заказ и оплатил в воскресенье вечером, в понедельник к обеду уже отправили, а во вторник получил на новой почте. Монитором доволен. На видео показал комплектацию, толщину ну и сам монитор в действии. Извините за качество, снимал на телефон без звука и не удобно было, но думаю всё что надо показал. #мояраспаковка"
"4","Доставили быстро в оговореное время, заклеено ""заводской"" наклейкой. Комплектация - монитор, кабель питания, БП, диск, HDMI, VGA. Был куплен на замену 19, впечатления - восторг, омраченный найденым ""битым"" пикселем. Монитор вернул. Проверяйте. З.ы. в СЦ говорят что производитель допускает до 3-5 битых пикселей. Защитные наклейки не снимались, возврат прошел нормально."
"4","Хороший монитор, но нет встроенных динамиков, хотя на моделях бюджетнее они есть( печалька"
"5","Оправдовує свою ціну, рекомендую!"
"5","Где лучше матрица в этом мониторе или ASUS MX259H"
"5","Ну что тут скажешь, монитор как монитор, у него и дизайн прикольный и матрица стоит не дешевая, ips все-таки .и на таком мониторе любыми делами заниматься одно удовольствие, нареканий по сборке нету, выполнен из хорошего материала, не трясется подставка туда сюда. В общем-то как-то так."
"5","Пользуюсь больше пол года. Отличный монитор, однозначно стоит своих денег, найти достойного конкурента в данной ценовой категории будет сложно. Рекомендую к покупке."
"5","Здраствуйте, купил монитор, все отлично, но есть одно но! В левом верхнем углу какойто почти прозрачный прямоугольник! Кто сможет подсказать это проблема в настройках или самом мониторе?"
"4","Рекомендую до покупки..."
"5","Брал монитор для себя, чуть поиграть, фильмы, в инете полазить и т.д. Хотел именно ипс матрицу. Тоже много сравнивал и читал про виды матриц, но этот подкупил шикарным дизайном, хорошей комплектацией + бренд который производит те же экраны для других фирм))) Ни одного битого пикселя-шикарная цветопередача, очень устойчивая ""нога"" Надеюсь прослужит верой и правдой)"
"5","монитором доволен)"
"5","Получил данный монитор, очень понравился, качество изображения на уровне, приятная картинка, но с настройками пришлось повозиться. В целом монитор на 5 Битых пикселей не обнаружено, упакован монитор был очень хорошо."
"5","Монитор очень красивый, качественно собран, алюминиевая ножка очень понравилась, порадовало и присутствие HDMI кабеля в комплекте. Показное фото не соответствует действительности, так как рамки с включенным монитором действительно есть, а на фото их нету. В целом монитор классный так что брать стоит."
"5","Дуже сподобався монітор, все зроблено якісно, яскраві кольори. Не болять очі після тривалої роботи. Навіть на заводських налаштуваннях все круто. Знизу на ніжці прикріплена резинова підкладка, не ковзає по столі. Загалом все на рівні, поки немає на що нарікати, 100% коштує своїх грошей."
"4","Монитор отличный. Битых пикселей не обнаружил. Но рамки на самом деле шире чем на фото. На фото верхние и боковые рамки кажутся раза в 4 уже чем нижняя. А на самом деле нижня 16 мм, остальные 11 мм. То есть фото не соответствует действительности, неприиятный осадок. В остальном отличный монитор."
"5","получил его вчера отличный монитор за такую цену,битых пикселей нет,картинка замечательная"
"5","Купил такой моник недели 3 назад пока все работает норм, тоненький,хорошо показывает,работает пока хорошо игры,фильмы и т.п."
"5","Купил сегодня этот моник. Честно говоря он великолепен!!! Думал, решал между ним, LG и Sumsung в этой ценовой категории. Этот купил меня своим внешним видом. Все остальное в нем суперячее. Картинка - круть, засветов нет, битых пикселей нет."
"3","Монитор очень красивый и стильный, качество изображения просто фантастика! Разочаровали очень широкие рамки от края монитора до изображения, визуально где-то 7мм с каждой стороны кроме низа. На включеном мониторе сразу бросаються в глаза. На работе купили такой же только 24 дюйма так в нем рамки визуально меньше где-то по 4 мм. перерыл все меню так и не нашол как их можно расширить. в целом монитором доволен, но рамки изображения меня очень силино растроили!!!"
"5","Очень доволен покупкой , долго выбирал между этой ценовой категорией , остановился на этом и ни разу не пожалел"
"5","Ну я вот купил недавно, пока все нравится ребята, заводские настройки как по мне удачные и ничего менять и мучится не приходилось. Для просмотра видео, роликов, серфинга по нэту и игрушек точно годится. У него нет проблем с откликом, отсюда и нет размытости экрана. ... хм что еще, подсветка - не эксперт и не знаю как измерять и что, провел лишь карандашный тест) ну вроде все ок. Глубина цвета отличная, насыщенная картинка, чистая. Не жалею , что взял, тем более за такие деньги"
